"","nicheout$RAINFALL"
"520",1.10000002384186
"521",3.20000004768372
"522",0
"523",5.80000019073486
"524",3.90000009536743
"525",4
"526",0.200000002980232
"527",2.79999995231628
"528",0.300000011920929
"529",0.100000001490116
"530",0
"531",0
"532",0
"533",0
"534",5.80000019073486
"535",5.40000009536743
"536",17
"537",21
"538",20
"539",1.60000002384186
"540",9.19999980926514
"541",5.40000009536743
"542",0
"543",13.8999996185303
"544",3.40000009536743
"545",0.100000001490116
"546",0.800000011920929
"547",46.7000007629395
"548",5.09999990463257
"549",4.09999990463257
"550",1.89999997615814
"551",0.899999976158142
"552",5.5
"553",1
"554",7.09999990463257
"555",18.7999992370605
"556",12.1000003814697
"557",14.1999998092651
"558",0.400000005960464
"559",4.40000009536743
"560",4.69999980926514
"561",0.400000005960464
"562",4.19999980926514
"563",2.09999990463257
"564",0.699999988079071
"565",0
"566",0
"567",0.100000001490116
"568",9.19999980926514
"569",2.59999990463257
"570",15.3999996185303
"571",1.5
"572",0
"573",0
"574",0.600000023841858
"575",0.899999976158142
"576",0
"577",0
"578",0
"579",0
"580",0
"581",66.8000030517578
"582",3.5
"583",0.200000002980232
"584",0
"585",0
"586",3.09999990463257
"587",28.1000003814697
"588",12.3000001907349
"589",4
"590",0.100000001490116
"591",0
"592",0
"593",0
"594",0
"595",0
"596",0
"597",0
"598",0
"599",3.40000009536743
"600",0.200000002980232
"601",0
"602",0
"603",0
"604",0.400000005960464
"605",0.600000023841858
"606",1.20000004768372
"607",0
"608",17.2999992370605
"609",11.8999996185303
"610",1.60000002384186
"611",0.699999988079071
"612",0
"613",0
"614",0.100000001490116
"615",1.20000004768372
"616",0.100000001490116
"617",0
"618",0.600000023841858
"619",40.4000015258789
"620",0
"621",0.899999976158142
"622",0.100000001490116
"623",0
"624",0
"625",0
"626",0
"627",0
"628",0
"629",0
"630",0
"631",0
"632",0
"633",0
"634",0
"635",1.29999995231628
"636",0.300000011920929
"637",0
"638",13
"639",3.40000009536743
"640",0.699999988079071
"641",0.699999988079071
"642",1
"643",3.40000009536743
"644",0.100000001490116
"645",0
"646",0
"647",0
"648",0.200000002980232
"649",0
"650",0.800000011920929
"651",0.200000002980232
"652",10.5
"653",0.200000002980232
"654",0
"655",0
"656",0
"657",0
"658",0
"659",0
"660",0
"661",0
"662",0
"663",0
"664",0.100000001490116
"665",0
"666",0
"667",0
"668",0
"669",0.100000001490116
"670",0
"671",0
"672",0
"673",0
"674",0
"675",0
"676",0
"677",0
"678",0
"679",0
"680",0
"681",0
"682",0
"683",0
"684",0
"685",0
"686",0
"687",0.100000001490116
"688",0
"689",0
"690",0
"691",0
"692",0.100000001490116
"693",1.10000002384186
"694",1.5
"695",1.29999995231628
"696",2.29999995231628
"697",0
"698",0
"699",0
"700",0
"701",0
"702",0
"703",0
"704",0
"705",0
"706",0
"707",0
"708",0
"709",0
"710",0
"711",0
"712",0
"713",0
"714",0
"715",0
"716",0
"717",0
"718",0
"719",0
"720",0
"721",0
"722",0
"723",0
"724",0
"725",0
"726",0
"727",0
"728",0
"729",0
"730",0
"731",0
"732",0
"733",0
"734",0
"735",0
"736",0
"737",0
"738",0
"739",0
"740",0
"741",0
"742",0
"743",0
"744",0
"745",0
"746",0
"747",0
"748",0
"749",0
"750",0
"751",0
"752",0
"753",0
"754",0
"755",0
"756",0
"757",0.100000001490116
"758",0
"759",0.100000001490116
"760",0
"761",0
"762",0
"763",0
"764",0
"765",0.400000005960464
"766",0
"767",0
"768",0
"769",0
"770",0.100000001490116
"771",0
"772",0
"773",0
"774",0
"775",0.100000001490116
"776",0
"777",0
"778",0
"779",0
"780",0
"781",0
"782",0
"783",0
"784",0.699999988079071
"785",6.59999990463257
"786",0.100000001490116
"787",0
"788",0
"789",0
"790",0
"791",0
"792",0
"793",0
"794",0.200000002980232
"795",0
"796",0
"797",0
"798",0
"799",0
"800",0
"801",0
"802",0
"803",0
"804",0
"805",0
"806",0
"807",0
"808",0
"809",0
"810",0
"811",0
"812",0
"813",1.89999997615814
"814",0
"815",0.200000002980232
"816",1.10000002384186
"817",4.69999980926514
"818",4
"819",1.79999995231628
"820",0
"821",0
"822",0
"823",0
"824",0
"825",0
"826",0.100000001490116
"827",0
"828",0.100000001490116
"829",1.39999997615814
"830",0.200000002980232
"831",0
"832",0
"833",0
"834",2.09999990463257
"835",0.400000005960464
"836",0.400000005960464
"837",1.20000004768372
"838",0.100000001490116
"839",0
"840",0
"841",0
"842",0
"843",0
"844",0
"845",0
"846",0
"847",3
"848",1.89999997615814
"849",0
"850",0
"851",0
"852",0
"853",0
"854",0
"855",0
"856",0
"857",0
"858",0
"859",0
"860",42.9000015258789
"861",8.5
"862",10.3000001907349
"863",17.6000003814697
"864",0.5
"865",0.899999976158142
"866",0
"867",0
"868",17.3999996185303
"869",0
"870",0
"871",2.70000004768372
"872",16.7000007629395
"873",19
"874",11.8999996185303
"875",1.20000004768372
"876",0
"877",0
"878",2.09999990463257
"879",4.5
"880",0
"881",0
"882",0.100000001490116
"883",2.59999990463257
"884",0.600000023841858
"885",0
"886",3.09999990463257
"887",21.3999996185303
"888",15.1000003814697
"889",18.2999992370605
"890",29.2000007629395
"891",3.09999990463257
"892",0
"893",0
"894",0.300000011920929
"895",0.5
"896",0
"897",0
"898",0
"899",0
"900",0
"901",5.5
"902",0.100000001490116
"903",0
"904",5.80000019073486
"905",1.79999995231628
"906",9
"907",3.09999990463257
"908",2.59999990463257
"909",0.200000002980232
"910",0.100000001490116
"911",0
"912",0
"913",0
"914",0
"915",0
"916",0
"917",12
"918",3.40000009536743
"919",21.7999992370605
"920",9.60000038146973
"921",2.79999995231628
"922",17.7999992370605
"923",5
"924",9.39999961853027
"925",7.59999990463257
"926",8.80000019073486
"927",22.1000003814697
"928",0.200000002980232
"929",1.10000002384186
"930",0.899999976158142
"931",29
"932",17.7000007629395
"933",2.29999995231628
"934",0
"935",2
"936",29.8999996185303
"937",2.09999990463257
"938",2.79999995231628
"939",0.899999976158142
"940",19.2999992370605
"941",9.19999980926514
"942",2.90000009536743
"943",0.100000001490116
"944",0
"945",0
"946",0
"947",0
"948",0
"949",0
"950",0
"951",23.6000003814697
"952",4.69999980926514
"953",2.29999995231628
"954",4.30000019073486
"955",12.6000003814697
"956",0
"957",0
"958",0.300000011920929
"959",4.40000009536743
"960",0
"961",2.70000004768372
"962",4.69999980926514
"963",0.5
"964",2.70000004768372
"965",1.10000002384186
"966",7.40000009536743
"967",1
"968",7.90000009536743
"969",0
"970",0
"971",0
"972",1.10000002384186
"973",0
"974",0
"975",0
"976",17.2999992370605
"977",5.80000019073486
"978",0.200000002980232
"979",29.3999996185303
"980",12.5
"981",0
"982",0.699999988079071
"983",0.200000002980232
"984",0
"985",1.79999995231628
"986",8.89999961853027
"987",0.300000011920929
"988",0.699999988079071
"989",0
"990",0.200000002980232
"991",1.89999997615814
"992",1.39999997615814
"993",1.20000004768372
"994",0
"995",0
"996",0
"997",0
"998",0
"999",0.100000001490116
"1000",0.300000011920929
"1001",0
"1002",0.400000005960464
"1003",0
"1004",0
"1005",0
"1006",0.400000005960464
"1007",3.29999995231628
"1008",1.89999997615814
"1009",1.70000004768372
"1010",0
"1011",0
"1012",0.5
"1013",1
"1014",6.59999990463257
"1015",0.300000011920929
"1016",0
"1017",0
"1018",0
"1019",0
"1020",6.30000019073486
"1021",74.1999969482422
"1022",1.39999997615814
"1023",0
"1024",0
"1025",0
"1026",0
"1027",0
"1028",0
"1029",0
"1030",0
"1031",0
"1032",0
"1033",10.1000003814697
"1034",1.39999997615814
"1035",7.09999990463257
"1036",3.09999990463257
"1037",0.400000005960464
"1038",0
"1039",0
"1040",1.39999997615814
"1041",0.600000023841858
"1042",10.8999996185303
"1043",10.6000003814697
"1044",0.100000001490116
"1045",0
"1046",0
"1047",0
"1048",0
"1049",0
"1050",0
"1051",0
"1052",0
"1053",0
"1054",0
"1055",0
"1056",0
"1057",0
"1058",0
"1059",0.300000011920929
"1060",0.400000005960464
"1061",2.09999990463257
"1062",0.899999976158142
"1063",0
"1064",1
"1065",0
"1066",0
"1067",0
"1068",0
"1069",0
"1070",0
"1071",0
"1072",0
"1073",0
"1074",0
"1075",0
"1076",0
"1077",0.699999988079071
"1078",0.600000023841858
"1079",0
"1080",0.100000001490116
"1081",0
"1082",0
"1083",0
"1084",1
"1085",0.699999988079071
"1086",0
"1087",0
"1088",0
"1089",0
"1090",0
"1091",0
"1092",0.300000011920929
"1093",0
"1094",0
"1095",0
"1096",0
"1097",0
"1098",0
"1099",0
"1100",0
"1101",0
"1102",0
"1103",0
"1104",0
"1105",0
"1106",0
"1107",0
"1108",0
"1109",0
"1110",0
"1111",0
"1112",0
"1113",0
"1114",0
"1115",0
"1116",0
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0
"1122",0
"1123",0
"1124",0.100000001490116
"1125",3.5
"1126",0
"1127",0
"1128",0
"1129",0
"1130",0
"1131",0
"1132",0
"1133",0.400000005960464
"1134",0
"1135",0
"1136",0
"1137",0
"1138",0
"1139",0
"1140",0
"1141",0
"1142",0
"1143",0
"1144",0
"1145",0
"1146",0
"1147",0
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",0
"1164",0.200000002980232
"1165",0
"1166",0
"1167",0
"1168",1.89999997615814
"1169",2.59999990463257
"1170",0.200000002980232
"1171",0
"1172",0
"1173",0
"1174",0
"1175",0
"1176",0
"1177",0.300000011920929
"1178",0
"1179",0
"1180",0
"1181",0.400000005960464
"1182",0.699999988079071
"1183",0
"1184",0
"1185",0
"1186",0
"1187",0
"1188",0
"1189",0
"1190",0
"1191",0
"1192",0
"1193",0
"1194",0
"1195",0
"1196",1.5
"1197",2.40000009536743
"1198",2.09999990463257
"1199",0.200000002980232
"1200",0
"1201",0
"1202",0
"1203",0
"1204",2
"1205",10.8000001907349
"1206",0.600000023841858
"1207",0
"1208",0.100000001490116
"1209",0.100000001490116
"1210",0.5
"1211",0.100000001490116
"1212",0
"1213",0
"1214",0
"1215",0
"1216",0
"1217",0
"1218",0
"1219",0
"1220",3.5
"1221",0.400000005960464
"1222",0.100000001490116
"1223",15.8000001907349
"1224",5.30000019073486
"1225",4.30000019073486
"1226",0.5
"1227",0
"1228",0
"1229",0
"1230",0
"1231",1.20000004768372
"1232",2.40000009536743
"1233",0
"1234",0
"1235",0
"1236",0
"1237",0
"1238",0
"1239",0
"1240",0
"1241",0
"1242",0
"1243",0
"1244",0
"1245",0
"1246",32.0999984741211
"1247",1.20000004768372
"1248",0
"1249",2
"1250",0.300000011920929
"1251",0.100000001490116
"1252",0
"1253",0
"1254",0
"1255",0.400000005960464
"1256",9.89999961853027
"1257",1.70000004768372
"1258",1.39999997615814
"1259",0.400000005960464
"1260",0.200000002980232
"1261",0.300000011920929
"1262",10.3000001907349
"1263",2.90000009536743
"1264",23.6000003814697
"1265",33.9000015258789
"1266",34.5999984741211
"1267",22.6000003814697
"1268",14.8000001907349
"1269",1.60000002384186
"1270",6.59999990463257
"1271",0
"1272",1.39999997615814
"1273",14.5
"1274",11.6000003814697
"1275",2
"1276",12.6999998092651
"1277",3.5
"1278",3.70000004768372
"1279",22
"1280",8
"1281",3.29999995231628
"1282",0
"1283",0
"1284",21.1000003814697
"1285",0
"1286",0
"1287",0
"1288",0.100000001490116
"1289",3.59999990463257
"1290",0
"1291",0.100000001490116
"1292",15.1000003814697
"1293",19.2999992370605
"1294",4.40000009536743
"1295",5
"1296",0.800000011920929
"1297",3.90000009536743
"1298",13.1999998092651
"1299",4
"1300",19
"1301",10.3999996185303
"1302",1
"1303",16.2999992370605
"1304",8.5
"1305",2.20000004768372
"1306",11.8000001907349
"1307",3.5
"1308",6.09999990463257
"1309",2.59999990463257
"1310",2.79999995231628
"1311",6.09999990463257
"1312",11.1000003814697
"1313",4.69999980926514
"1314",6.19999980926514
"1315",0
"1316",0
"1317",0.5
"1318",16.3999996185303
"1319",4.09999990463257
"1320",13.3000001907349
"1321",1
"1322",3.29999995231628
"1323",1.70000004768372
"1324",0
"1325",0
"1326",0
"1327",3.29999995231628
"1328",10.1000003814697
"1329",1.5
"1330",1
"1331",12.6999998092651
"1332",0.400000005960464
"1333",0.300000011920929
"1334",4.5
"1335",1.5
"1336",0
"1337",0
"1338",9.5
"1339",0.300000011920929
"1340",0.300000011920929
"1341",3.09999990463257
"1342",0.100000001490116
"1343",0
"1344",6.09999990463257
"1345",2.5
"1346",3.90000009536743
"1347",3.29999995231628
"1348",11.6000003814697
"1349",19.7999992370605
"1350",1
"1351",0.200000002980232
"1352",5
"1353",8.80000019073486
"1354",8.19999980926514
"1355",0.800000011920929
"1356",4.69999980926514
"1357",2.5
"1358",0.100000001490116
"1359",0
"1360",29.7000007629395
"1361",0.300000011920929
"1362",0.200000002980232
"1363",0
"1364",0
"1365",27.2999992370605
"1366",0.300000011920929
"1367",1.70000004768372
"1368",0
"1369",0.100000001490116
"1370",0.200000002980232
"1371",0
"1372",0
"1373",0
"1374",0
"1375",0
"1376",0
"1377",0.300000011920929
"1378",5.80000019073486
"1379",3
"1380",0
"1381",0
"1382",0.100000001490116
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",18.3999996185303
"1390",7
"1391",11.6000003814697
"1392",10
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0.5
"1399",0.100000001490116
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",11.3999996185303
"1406",7.5
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0.200000002980232
"1413",0.100000001490116
"1414",17.8999996185303
"1415",18.2999992370605
"1416",0.100000001490116
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0.899999976158142
"1424",0.100000001490116
"1425",0.200000002980232
"1426",0
"1427",0
"1428",0
"1429",0.699999988079071
"1430",5
"1431",1.29999995231628
"1432",0.300000011920929
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0.100000001490116
"1441",6.90000009536743
"1442",0.400000005960464
"1443",0
"1444",0
"1445",0
"1446",0
"1447",0
"1448",0
"1449",0.400000005960464
"1450",0
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",0
"1470",0
"1471",0
"1472",0
"1473",0
"1474",0
"1475",0
"1476",0
"1477",0
"1478",0
"1479",0.100000001490116
"1480",0.400000005960464
"1481",0
"1482",0
"1483",0
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0
"1489",0
"1490",0
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0
"1499",0
"1500",0
"1501",0
"1502",0
"1503",0
"1504",0
"1505",0
"1506",0
"1507",0
"1508",0
"1509",0
"1510",0
"1511",0.300000011920929
"1512",0.100000001490116
"1513",0.699999988079071
"1514",2.09999990463257
"1515",2.09999990463257
"1516",0
"1517",0
"1518",0
"1519",0
"1520",0
"1521",0
"1522",0
"1523",0
"1524",0
"1525",0
"1526",0.200000002980232
"1527",0
"1528",0
"1529",0
"1530",0
"1531",0
"1532",0
"1533",0
"1534",0
"1535",0.100000001490116
"1536",3.5
"1537",0
"1538",0
"1539",0
"1540",0
"1541",0
"1542",0
"1543",0
"1544",0
"1545",0
"1546",0
"1547",0
"1548",8.69999980926514
"1549",32
"1550",0
"1551",0
"1552",0
"1553",0
"1554",0.5
"1555",1
"1556",10
"1557",0.200000002980232
"1558",7.30000019073486
"1559",0
"1560",0
"1561",7.30000019073486
"1562",0
"1563",0.100000001490116
"1564",0
"1565",0
"1566",0
"1567",0
"1568",0
"1569",0
"1570",0
"1571",5
"1572",0
"1573",0
"1574",0
"1575",0
"1576",0.100000001490116
"1577",0.200000002980232
"1578",0.100000001490116
"1579",0.100000001490116
"1580",3.09999990463257
"1581",6.80000019073486
"1582",0.100000001490116
"1583",3
"1584",0.100000001490116
"1585",0
"1586",0.100000001490116
"1587",0
"1588",0.100000001490116
"1589",0
"1590",0
"1591",0.100000001490116
"1592",1
"1593",3.70000004768372
"1594",0
"1595",0
"1596",0
"1597",0
"1598",5.09999990463257
"1599",11.8000001907349
"1600",0
"1601",0
"1602",0.300000011920929
"1603",13.6999998092651
"1604",3.5
"1605",4.40000009536743
"1606",2
"1607",3.20000004768372
"1608",10
"1609",0.200000002980232
"1610",0
"1611",19.7999992370605
"1612",22.8999996185303
"1613",17.8999996185303
"1614",8.60000038146973
"1615",7.40000009536743
"1616",6.19999980926514
"1617",6.09999990463257
"1618",1.39999997615814
"1619",8.60000038146973
"1620",13.8999996185303
"1621",0.100000001490116
"1622",7.69999980926514
"1623",3.59999990463257
"1624",1.10000002384186
"1625",0
"1626",0
"1627",0
"1628",0
"1629",0
"1630",1.20000004768372
"1631",1.20000004768372
"1632",2.90000009536743
"1633",0.699999988079071
"1634",2.40000009536743
"1635",0
"1636",0.5
"1637",0
"1638",0.100000001490116
"1639",0
"1640",0.200000002980232
"1641",0
"1642",0
"1643",0
"1644",10
"1645",0.100000001490116
"1646",0.200000002980232
"1647",15.1999998092651
"1648",11.8999996185303
"1649",1.10000002384186
"1650",12.8000001907349
"1651",0
"1652",0
"1653",0
"1654",9.60000038146973
"1655",18.2000007629395
"1656",0.100000001490116
"1657",0
"1658",0
"1659",0
"1660",0
"1661",0
"1662",0
"1663",0
"1664",0
"1665",10.8000001907349
"1666",7.5
"1667",4.19999980926514
"1668",8.60000038146973
"1669",0.200000002980232
"1670",0.400000005960464
"1671",0
"1672",0
"1673",0
"1674",0.100000001490116
"1675",0.200000002980232
"1676",24.7000007629395
"1677",12.5
"1678",8
"1679",3.79999995231628
"1680",3.70000004768372
"1681",12.6000003814697
"1682",22.5
"1683",0.300000011920929
"1684",0
"1685",0
"1686",0.200000002980232
"1687",23.2999992370605
"1688",3.79999995231628
"1689",0.800000011920929
"1690",0
"1691",0
"1692",0
"1693",0
"1694",0.100000001490116
"1695",0
"1696",0
"1697",0
"1698",0
"1699",1.5
"1700",10.8000001907349
"1701",6.19999980926514
"1702",0
"1703",0
"1704",0
"1705",13.5
"1706",9.5
"1707",0.800000011920929
"1708",0
"1709",37.0999984741211
"1710",1.20000004768372
"1711",19.2999992370605
"1712",16.7999992370605
"1713",5.30000019073486
"1714",1.60000002384186
"1715",1.70000004768372
"1716",0.100000001490116
"1717",0
"1718",0.100000001490116
"1719",0
"1720",0
"1721",0.699999988079071
"1722",0.300000011920929
"1723",0
"1724",0
"1725",0
"1726",0
"1727",1.10000002384186
"1728",0
"1729",1.29999995231628
"1730",0.5
"1731",0
"1732",0
"1733",0
"1734",1.79999995231628
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",0
"1741",4.59999990463257
"1742",20
"1743",9
"1744",0
"1745",0
"1746",0
"1747",0
"1748",0
"1749",0
"1750",0
"1751",0
"1752",0
"1753",0
"1754",0
"1755",0.200000002980232
"1756",0
"1757",0
"1758",0.100000001490116
"1759",0.100000001490116
"1760",0.100000001490116
"1761",0.800000011920929
"1762",0
"1763",0
"1764",0
"1765",0
"1766",0
"1767",0
"1768",0
"1769",0
"1770",0
"1771",0
"1772",0
"1773",0
"1774",0
"1775",0
"1776",0.800000011920929
"1777",0.100000001490116
"1778",0
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",0
"1785",0.300000011920929
"1786",6
"1787",0
"1788",0
"1789",0
"1790",1.89999997615814
"1791",0.200000002980232
"1792",0
"1793",0
"1794",0
"1795",0
"1796",0
"1797",0
"1798",0
"1799",0
"1800",0
"1801",0
"1802",0
"1803",0
"1804",0
"1805",0
"1806",0
"1807",0
"1808",0
"1809",0
"1810",0.100000001490116
"1811",0
"1812",0
"1813",0
"1814",0
"1815",0
"1816",0
"1817",0
"1818",0
"1819",0
"1820",0
"1821",0
"1822",0
"1823",0
"1824",0
"1825",0
"1826",0
"1827",0
"1828",0
"1829",0
"1830",0
"1831",0
"1832",0
"1833",0
"1834",0
"1835",0
"1836",0
"1837",0
"1838",0
"1839",0.600000023841858
"1840",0.100000001490116
"1841",0.899999976158142
"1842",0.100000001490116
"1843",0
"1844",0
"1845",0
"1846",0
"1847",0
"1848",0
"1849",0
"1850",0
"1851",0
"1852",0
"1853",0
"1854",0
"1855",0
"1856",0
"1857",0
"1858",0
"1859",0
"1860",0
"1861",0
"1862",0
"1863",0
"1864",0
"1865",0
"1866",0
"1867",0
"1868",0
"1869",0
"1870",0
"1871",0
"1872",0
"1873",0
"1874",0
